row_id,doc_idx,doc_id,char_index,char,left_context,right_context,window_text,prev_char,next_char,prev_token,next_token,rule_guess,gold_label,annotator_note,dot_idx_in_doc
d28_p714,28,28,714,.,"tros"" titulunu verən III Romana çatdırdı", Bu dəfə Gürcüstanın ən güclü zadəganı L,"tros"" titulunu verən III Romana çatdırdı. Bu dəfə Gürcüstanın ən güclü zadəganı L",ı, ,çatdırdı,Bu,1,1,,5
d28_p804,28,28,804,.,laləsidən olan IV Liparit onu dəstəklədi, Liparit Trialetinin şahzadəsi idi və da,laləsidən olan IV Liparit onu dəstəklədi. Liparit Trialetinin şahzadəsi idi və da,i, ,dəstəklədi,Liparit,1,1,,6
d28_p966,28,28,966,., Baqratın qoruyucusu olaraq ortaya çıxdı, Liparit 1034-cü ildə yenidən hərbi baca, Baqratın qoruyucusu olaraq ortaya çıxdı. Liparit 1034-cü ildə yenidən hərbi baca,ı, ,çıxdı,Liparit,1,1,,7
d28_p1099,28,28,1099,.,stan-Ermənistan ordusunun komandiri oldu, Liparitin artan gücündən qorxaraq gürcü,stan-Ermənistan ordusunun komandiri oldu. Liparitin artan gücündən qorxaraq gürcü,u, ,oldu,Liparitin,1,1,,8
d28_p1241,28,28,1241,.,ilər və planın pozulmasına səbəb oldular,,ilər və planın pozulmasına səbəb oldular.,r,,oldular,,1,1,,9
d29_p141,29,29,141,., üçün Bizanslılarla fəal əməkdaşlıq etdi, Demetre adına Liparit Baqrata qarşı bir, üçün Bizanslılarla fəal əməkdaşlıq etdi. Demetre adına Liparit Baqrata qarşı bir,i, ,etdi,Demetre,1,1,,0
d29_p205,29,29,205,.,Baqrata qarşı bir sıra qələbələr qazandı, Sasireti müharibəsində Baqratın məğlubi,Baqrata qarşı bir sıra qələbələr qazandı. Sasireti müharibəsində Baqratın məğlubi,ı, ,qazandı,Sasireti,1,1,,1
d29_p286,29,29,286,.,yyəti ilə Qərb əyalətlərinə geri çəkildi, Bu Baqrata üstünlük verdi və onun Şərq ,yyəti ilə Qərb əyalətlərinə geri çəkildi. Bu Baqrata üstünlük verdi və onun Şərq ,i, ,çəkildi,Bu,1,1,,2
d29_p364,29,29,364,.,rq vilayətlərinə qayıtmasına imkan verdi, Liparitin əsir düşmə dövrü ilə Kralın ş,rq vilayətlərinə qayıtmasına imkan verdi. Liparitin əsir düşmə dövrü ilə Kralın ş,i, ,verdi,Liparitin,1,1,,3
d29_p420,29,29,420,., düşmə dövrü ilə Kralın şansı geri döndü, Baqratın qayıtmasından sonra Liparit on, düşmə dövrü ilə Kralın şansı geri döndü. Baqratın qayıtmasından sonra Liparit on,ü, ,döndü,Baqratın,1,1,,4
d29_p501,29,29,501,.,a qarşı müharibəni yenidən davam etdirdi," Nəhayət, 1060-cı ildə tərəfdarlarının x","a qarşı müharibəni yenidən davam etdirdi. Nəhayət, 1060-cı ildə tərəfdarlarının x",i, ,etdirdi,Nəhayət,1,1,,5
d29_p627,29,29,627,.,di və monastıra bağlanmağa məcbur edildi," Bu, Baqrata sülalə knyazlarının gücünü ","di və monastıra bağlanmağa məcbur edildi. Bu, Baqrata sülalə knyazlarının gücünü ",i, ,edildi,Bu,1,1,,6
d29_p772,29,29,772,.,s əmirini zərərsizləşdirmək imkanı verdi, Səlcuqluların hücumları 1060-cı illərdə,s əmirini zərərsizləşdirmək imkanı verdi. Səlcuqluların hücumları 1060-cı illərdə,i, ,verdi,Səlcuqluların,1,1,,7
d29_p941,29,29,941,.,rhəd bölgələrinə hücum etməyə başladılar, Qardaşı oğlu Alp Arslanla evlənib barış,rhəd bölgələrinə hücum etməyə başladılar. Qardaşı oğlu Alp Arslanla evlənib barış,r, ,başladılar,Qardaşı,1,1,,8
d29_p998,29,29,998,.,p Arslanla evlənib barışıq yaratmalı idi,,p Arslanla evlənib barışıq yaratmalı idi.,i,,idi,,1,1,,9
d30_p84,30,30,84,.,lərini sıx əməkdaşlıq etməyə məcbur etdi, Gürcüstan şahzadəsinin seçimi bir-birin,lərini sıx əməkdaşlıq etməyə məcbur etdi. Gürcüstan şahzadəsinin seçimi bir-birin,i, ,etdi,Gürcüstan,1,1,,0
d30_p207,30,30,207,.,n diplomatik uğuru kimi qiymətləndirildi," Bəzən yarı fiqura protom deyilir, bir y","n diplomatik uğuru kimi qiymətləndirildi. Bəzən yarı fiqura protom deyilir, bir y",i, ,qiymətləndirildi,Bəzən,1,1,,1
d30_p339,30,30,339,., tarixən təsdiqlənmədiyi üçün şübhəlidir, Protoma arxaik sənət üçün tipik olan bə, tarixən təsdiqlənmədiyi üçün şübhəlidir. Protoma arxaik sənət üçün tipik olan bə,r, ,şübhəlidir,Protoma,1,1,,2
d30_p541,30,30,541,.,xtəlif rəmzi mənalarla mürəkkəbləşmişdir," Heyvan protomları, bir ritonun fiqurlu ","xtəlif rəmzi mənalarla mürəkkəbləşmişdir. Heyvan protomları, bir ritonun fiqurlu ",r, ,mürəkkəbləşmişdir,Heyvan,1,1,,3
d30_p720,30,30,720,., ya zinət əşyasının ümumi bir formasıdır, Protom obrazları e.ə 7-6-cı əsrlərdə qə, ya zinət əşyasının ümumi bir formasıdır. Protom obrazları e.ə 7-6-cı əsrlərdə qə,r, ,formasıdır,Protom,1,1,,4
d30_p740,30,30,740,.,ümumi bir formasıdır. Protom obrazları e,ə 7-6-cı əsrlərdə qədim Yunan sənətindən,ümumi bir formasıdır. Protom obrazları e.ə 7-6-cı əsrlərdə qədim Yunan sənətindən,e,ə,e,ə,0,0,,5
d30_p790,30,30,790,.,əsrlərdə qədim Yunan sənətindən məlumdur, VI-IV əsrin əvvəllərində döşəmə şüaları,əsrlərdə qədim Yunan sənətindən məlumdur. VI-IV əsrin əvvəllərində döşəmə şüaları,r, ,məlumdur,VI-IV,1,1,,6
d30_p919,30,30,919,.,ıqlar ilə tamamlanmış sütunlar mövcuddur," Bu cür protomlar daşdan oyulmuş, parlaq","ıqlar ilə tamamlanmış sütunlar mövcuddur. Bu cür protomlar daşdan oyulmuş, parlaq",r, ,mövcuddur,Bu,1,1,,7
d30_p1008,30,30,1008,., boyanmış və qızılı rəngdə hazırlanmışdı, Toponim fərqləndirici əlamət bildirən y, boyanmış və qızılı rəngdə hazırlanmışdı. Toponim fərqləndirici əlamət bildirən y,ı, ,hazırlanmışdı,Toponim,1,1,,8
d30_p1161,30,30,1161,., baraq türk etnonimindən əmələ gəlmişdir," Məscid, Azərbaycan Respublikası Nazirlə"," baraq türk etnonimindən əmələ gəlmişdir. Məscid, Azərbaycan Respublikası Nazirlə",r, ,gəlmişdir,Məscid,1,1,,9
d30_p1345,30,30,1345,.,dəniyyət abidələrinin siyahısına salınıb,,dəniyyət abidələrinin siyahısına salınıb.,b,,salınıb,,1,1,,10
d31_p106,31,31,106,.,"ə qəzalı vəziyyətdədir, dağılmaq üzrədir", Tarixi 1345-ci ildə Hacı Mirzə Əhməd tə,"ə qəzalı vəziyyətdədir, dağılmaq üzrədir. Tarixi 1345-ci ildə Hacı Mirzə Əhməd tə",r, ,üzrədir,Tarixi,1,1,,0
d31_p167,31,31,167,., Hacı Mirzə Əhməd tərəfindən tikilmişdir, Azərbaycanda sovet işğalından sonra rəs, Hacı Mirzə Əhməd tərəfindən tikilmişdir. Azərbaycanda sovet işğalından sonra rəs,r, ,tikilmişdir,Azərbaycanda,1,1,,1
d31_p259,31,31,259,.,928-ci ildən dinlə mübarizəyə başladılar, Həmin ilin dekabrında Azərbaycan KP MK-,928-ci ildən dinlə mübarizəyə başladılar. Həmin ilin dekabrında Azərbaycan KP MK-,r, ,başladılar,Həmin,1,1,,2
d31_p409,31,31,409,., istifadə üçün klubların balansına verdi, Əgər 1917-ci ildə Azərbaycanda 3.000 mə, istifadə üçün klubların balansına verdi. Əgər 1917-ci ildə Azərbaycanda 3.000 mə,i, ,verdi,Əgər,1,1,,3
d31_p443,31,31,443,., verdi. Əgər 1917-ci ildə Azərbaycanda 3,000 məscid var idisə 1927-ci ildə bu rəq, verdi. Əgər 1917-ci ildə Azərbaycanda 3.000 məscid var idisə 1927-ci ildə bu rəq,3,0,3,000,0,0,,4
d31_p488,31,31,488,.,məscid var idisə 1927-ci ildə bu rəqəm 1,"700, 1933-cü ildə isə 17 idi. Azərbaycan","məscid var idisə 1927-ci ildə bu rəqəm 1.700, 1933-cü ildə isə 17 idi. Azərbaycan",1,7,1,700,0,0,,5
d31_p517,31,31,517,.," bu rəqəm 1.700, 1933-cü ildə isə 17 idi", Azərbaycan müstəqilliyini yenidən bərpa," bu rəqəm 1.700, 1933-cü ildə isə 17 idi. Azərbaycan müstəqilliyini yenidən bərpa",i, ,idi,Azərbaycan,1,1,,6
d31_p756,31,31,756,.,dəniyyət abidələrinin siyahısına salınıb, Memarlığı Məscid kiçik olub yaşayış məh,dəniyyət abidələrinin siyahısına salınıb. Memarlığı Məscid kiçik olub yaşayış məh,b, ,salınıb,Memarlığı,1,1,,7
d31_p827,31,31,827,.,aşayış məhəllələrinin cərgəsinə daxildir," Kvadrat formalı vestibüldən, xidməti ot","aşayış məhəllələrinin cərgəsinə daxildir. Kvadrat formalı vestibüldən, xidməti ot",r, ,daxildir,Kvadrat,1,1,,8
d31_p910,31,31,910,.,dan və taxçalı ibadət zalından ibarətdir, Məscidin memarlıq-konstruktiv quruluşu ,dan və taxçalı ibadət zalından ibarətdir. Məscidin memarlıq-konstruktiv quruluşu ,r, ,ibarətdir,Məscidin,1,1,,9
d31_p1009,31,31,1009,.,dən və çatma formalı tağlardan ibarətdir, Məscidin giriş qapısı yerləşən divarını,dən və çatma formalı tağlardan ibarətdir. Məscidin giriş qapısı yerləşən divarını,r, ,ibarətdir,Məscidin,1,1,,10
d31_p1167,31,31,1167,.,k yazı məscidin yüksək dəyərini göstərir,,k yazı məscidin yüksək dəyərini göstərir.,r,,göstərir,,1,1,,11
d32_p58,32,32,58,.,əd üzərində inşa olunduğu ehtimal olunur, Hər iki xariçi ölkələr müxtəlif yardım ,əd üzərində inşa olunduğu ehtimal olunur. Hər iki xariçi ölkələr müxtəlif yardım ,r, ,olunur,Hər,1,1,,0
d32_p112,32,32,112,.,çi ölkələr müxtəlif yardım göstərirdilər,"Onlar Braziliya imperiyası, Argentina Ko","çi ölkələr müxtəlif yardım göstərirdilər.Onlar Braziliya imperiyası, Argentina Ko",r,O,göstərirdilər,Onlar,0,0,,1
d32_p269,32,32,269,.,"ansı ki,onlara Cüzeppe Qaribaldi dururdu", Müharibədən əvvəlki vəziyyət 30-cu illə,"ansı ki,onlara Cüzeppe Qaribaldi dururdu. Müharibədən əvvəlki vəziyyət 30-cu illə",u, ,dururdu,Müharibədən,1,1,,2
d32_p445,32,32,445,.,glilər) arasında gərgin mübarizə gedirdi,Koloradosun rəhbəri Furktuoso Rivero idi,glilər) arasında gərgin mübarizə gedirdi.Koloradosun rəhbəri Furktuoso Rivero idi,i,K,gedirdi,Koloradosun,0,0,,3
d32_p519,32,32,519,.,"ero idi ,onlar Montevideoda cəmləşmişdir",Blankos isə Manuele Oribe idi.Onlar kənd,"ero idi ,onlar Montevideoda cəmləşmişdir.Blankos isə Manuele Oribe idi.Onlar kənd",r,B,cəmləşmişdir,Blankos,0,0,,4
d32_p549,32,32,549,.,mləşmişdir.Blankos isə Manuele Oribe idi,Onlar kənd torpaq sahiblərini dəstəkləyi,mləşmişdir.Blankos isə Manuele Oribe idi.Onlar kənd torpaq sahiblərini dəstəkləyi,i,O,idi,Onlar,0,0,,5
d32_p596,32,32,596,.,kənd torpaq sahiblərini dəstəkləyirdilər, Nəticə Braziliya və Uruqvay arasında im,kənd torpaq sahiblərini dəstəkləyirdilər. Nəticə Braziliya və Uruqvay arasında im,r, ,dəstəkləyirdilər,Nəticə,1,1,,6
d32_p714,32,32,714,.,nun daxili işlərinə qarışmaq hüququ alır,Uruqvay kolorados partiyasına edilən mad,nun daxili işlərinə qarışmaq hüququ alır.Uruqvay kolorados partiyasına edilən mad,r,U,alır,Uruqvay,0,0,,7
d32_p800,32,32,800,.,rımın əvəzini ödəməyi öz üzərinə götürür, Sonrakı toqquşmalar Növbəti illərdə qar,rımın əvəzini ödəməyi öz üzərinə götürür. Sonrakı toqquşmalar Növbəti illərdə qar,r, ,götürür,Sonrakı,1,1,,8
d32_p856,32,32,856,.,malar Növbəti illərdə qarşıdurmalar olur,Ən güclüsu isə 1870-1872 illər Anario Sa,malar Növbəti illərdə qarşıdurmalar olur.Ən güclüsu isə 1870-1872 illər Anario Sa,r,Ə,olur,Ən,0,0,,9
d32_p956,32,32,956,.,tdiyi inqilab daha kütləvi xarakter alır, İlk illəri 1866-cı ildə indiki Akita pr,tdiyi inqilab daha kütləvi xarakter alır. İlk illəri 1866-cı ildə indiki Akita pr,r, ,alır,İlk,1,1,,10
d32_p1058,32,32,1058,.,ndə yoxsul samuray ailəsində doğulmuşdur, Satake klanına nəsillər boyunca xidmət ,ndə yoxsul samuray ailəsində doğulmuşdur. Satake klanına nəsillər boyunca xidmət ,r, ,doğulmuşdur,Satake,1,1,,11
d32_p1147,32,32,1147,.,lənin başçısı olmuş Hirotomonun oğlu idi," Eyni zamanda ""Toyodo Publishers"" üçün i","lənin başçısı olmuş Hirotomonun oğlu idi. Eyni zamanda ""Toyodo Publishers"" üçün i",i, ,idi,Eyni,1,1,,12
d32_p1248,32,32,1248,.,""" jurnalı üçün illüstrasiyalar çəkmişdir", Fəaliyyəti 1888-ci ildə Tokioya getmiş ,""" jurnalı üçün illüstrasiyalar çəkmişdir. Fəaliyyəti 1888-ci ildə Tokioya getmiş ",r, ,çəkmişdir,Fəaliyyəti,1,1,,13
d32_p1379,32,32,1379,.,in yaradılmasında aktiv iştirak etmişdir, Həmin il məktəbi tərk edərək Yaponiya T,in yaradılmasında aktiv iştirak etmişdir. Həmin il məktəbi tərk edərək Yaponiya T,r, ,etmişdir,Həmin,1,1,,14
d32_p1484,32,32,1484,.,yasını quran Okakura Kakuzonu izləmişdir,,yasını quran Okakura Kakuzonu izləmişdir.,r,,izləmişdir,,1,1,,15
d33_p118,33,33,118,.,ət Məktəbində dərs deməyə davam etmişdir," O, hökumətin dəstəyi ilə keçirilən Bunt","ət Məktəbində dərs deməyə davam etmişdir. O, hökumətin dəstəyi ilə keçirilən Bunt",r, ,etmişdir,O,1,1,,0
d33_p267,33,33,267,.,luq ailəsinin sənətçisi kimi seçilmişdir, Koqyo Rus-yapon müharibəsində müxbir ki,luq ailəsinin sənətçisi kimi seçilmişdir. Koqyo Rus-yapon müharibəsində müxbir ki,r, ,seçilmişdir,Koqyo,1,1,,1
d33_p349,33,33,349,.,i iştirak edərkən bir çox rəsm çəkmişdir," Bu səfər zamanı ""Şiaoşianın səkkiz mənz","i iştirak edərkən bir çox rəsm çəkmişdir. Bu səfər zamanı ""Şiaoşianın səkkiz mənz",r, ,çəkmişdir,Bu,1,1,,2
d33_p421,33,33,421,.,"kkiz mənzərəsi"" əsərindən təsirlənmişdir", Koqyonun ən tanınmış əsəri dörd rəsmdən,"kkiz mənzərəsi"" əsərindən təsirlənmişdir. Koqyonun ən tanınmış əsəri dörd rəsmdən",r, ,təsirlənmişdir,Koqyonun,1,1,,3
d33_p513,33,33,513,.,"rələr Dörd mövzu"" (1909) kolleksiyasıdır", Bu əsəri Naqano prefekturasında hazırla,"rələr Dörd mövzu"" (1909) kolleksiyasıdır. Bu əsəri Naqano prefekturasında hazırla",r, ,kolleksiyasıdır,Bu,1,1,,4
d33_p586,33,33,586,., hazırladığı eskizlər əsasında çəkmişdir," Digər əsas əsərlərinə ""İki Çin çayının "," hazırladığı eskizlər əsasında çəkmişdir. Digər əsas əsərlərinə ""İki Çin çayının ",r, ,çəkmişdir,Digər,1,1,,5
d33_p693,33,33,693,.,"ür bir dağın payız mənzərələri"" daxildir", Həyatının son illərində Naqano prefektu,"ür bir dağın payız mənzərələri"" daxildir. Həyatının son illərində Naqano prefektu",r, ,daxildir,Həyatının,1,1,,6
d33_p772,33,33,772,.,turasında yerləşən Kambayaşiyə köçmüşdür," Təsviri ""Chorizema"" cinsinə aid bitkilə","turasında yerləşən Kambayaşiyə köçmüşdür. Təsviri ""Chorizema"" cinsinə aid bitkilə",r, ,köçmüşdür,Təsviri,1,1,,7
d33_p950,33,33,950,., bunlar bir-birinə qarşı cüt-cüt düzülür, Çiçəklər adətən qısa sapcıqlı olmaqla r, bunlar bir-birinə qarşı cüt-cüt düzülür. Çiçəklər adətən qısa sapcıqlı olmaqla r,r, ,düzülür,Çiçəklər,1,1,,8
d33_p1014,33,33,1014,.,apcıqlı olmaqla racem formasında düzülür,,apcıqlı olmaqla racem formasında düzülür.,r,,düzülür,,1,1,,9
d34_p100,34,34,100,.,nişdir və qismən birləşmiş vəziyyətdədir, Standart ləçək dəyirmi və ya böyrək for,nişdir və qismən birləşmiş vəziyyətdədir. Standart ləçək dəyirmi və ya böyrək for,r, ,vəziyyətdədir,Standart,1,1,,0
d34_p228,34,34,228,.,formalı ləçəklərdən (keel) xeyli uzundur, Meyvəsi oval formalı qabıqdır və 4-dən ,formalı ləçəklərdən (keel) xeyli uzundur. Meyvəsi oval formalı qabıqdır və 4-dən ,r, ,uzundur,Meyvəsi,1,1,,1
d34_p298,34,34,298,.,r və 4-dən 32-yə qədər toxum ehtiva edir, Jurnalistin ölümündən sonra onun oğlu K,r və 4-dən 32-yə qədər toxum ehtiva edir. Jurnalistin ölümündən sonra onun oğlu K,r, ,edir,Jurnalistin,1,1,,2
d34_p415,34,34,415,.,ndə hərbi köşə yazarı kimi onu əvəz etdi, O da həmçinin öz nəşrləri ilə əlaqədar ,ndə hərbi köşə yazarı kimi onu əvəz etdi. O da həmçinin öz nəşrləri ilə əlaqədar ,i, ,etdi,O,1,1,,3
d34_p474,34,34,474,.,nəşrləri ilə əlaqədar şöhrət qazanmışdır, Tərcümeyi-hal İvan İvanoviç Safronov 16,nəşrləri ilə əlaqədar şöhrət qazanmışdır. Tərcümeyi-hal İvan İvanoviç Safronov 16,r, ,qazanmışdır,Tərcümeyi-hal,1,1,,4
d34_p556,34,34,556,.,yanvar 1956-cı ildə Moskvada anadan olub," Bəzi məlumatlara görə, o, Hərbi-Kosmik ","yanvar 1956-cı ildə Moskvada anadan olub. Bəzi məlumatlara görə, o, Hərbi-Kosmik ",b, ,olub,Bəzi,1,1,,5
d34_p665,34,34,665,., qarşı etiraz etdiyi üçün ehtiyata getdi, Safronovun nəşrləri Rusiya silahlı qüvv, qarşı etiraz etdiyi üçün ehtiyata getdi. Safronovun nəşrləri Rusiya silahlı qüvv,i, ,getdi,Safronovun,1,1,,6
d34_p916,34,34,916,.,ərbi-texniki əməkdaşlığa həsr olunmuşdur," Safronov ""Kommersant""ın redaksiyasına l","ərbi-texniki əməkdaşlığa həsr olunmuşdur. Safronov ""Kommersant""ın redaksiyasına l",r, ,olunmuşdur,Safronov,1,1,,7
d34_p1045,34,34,1045,.,arı təqdim etmədiyi barədə məlumat verdi," Pantsir-C1 "", MiG-29 qırıcıları və İskə","arı təqdim etmədiyi barədə məlumat verdi. Pantsir-C1 "", MiG-29 qırıcıları və İskə",i, ,verdi,Pantsir-C1,1,1,,8
d34_p1146,34,34,1146,.,lərinin tədarükü barədə açıqlamada verdi,,lərinin tədarükü barədə açıqlamada verdi.,i,,verdi,,1,1,,9
d35_p218,35,35,218,., barədə cinayət işi aça biləcəyini deyib," Hadisənin şahidlərinin dediyinə görə, y"," barədə cinayət işi aça biləcəyini deyib. Hadisənin şahidlərinin dediyinə görə, y",b, ,deyib,Hadisənin,1,1,,0
d35_p364,35,35,364,.,ləndə həkimlər onun öldüyünü bildirdilər, Həmin gün xəstəlik məzuniyyətində olan ,ləndə həkimlər onun öldüyünü bildirdilər. Həmin gün xəstəlik məzuniyyətində olan ,r, ,bildirdilər,Həmin,1,1,,1
d35_p536,35,35,536,.,kimlər ona mədə xorası diaqnozu qoydular, Sonra evə yollandı və yolda ərzaq mağaz,kimlər ona mədə xorası diaqnozu qoydular. Sonra evə yollandı və yolda ərzaq mağaz,r, ,qoydular,Sonra,1,1,,2
d35_p588,35,35,588,.,yollandı və yolda ərzaq mağazasına getdi," Təxminən saat 16-da o, bloka girdi, son","yollandı və yolda ərzaq mağazasına getdi. Təxminən saat 16-da o, bloka girdi, son",i, ,getdi,Təxminən,1,1,,3
d35_p765,35,35,765,.,"ə də, alış-veriş çantasını orada buraxdı", İlkin versiya Safronovun intiharı ilə b,"ə də, alış-veriş çantasını orada buraxdı. İlkin versiya Safronovun intiharı ilə b",ı, ,buraxdı,İlkin,1,1,,4
d35_p910,35,35,910,.,ı tərəfindən bu iddia inadla rədd edildi," Sonradan, müstəntiqlərin dediyinə görə,","ı tərəfindən bu iddia inadla rədd edildi. Sonradan, müstəntiqlərin dediyinə görə,",i, ,edildi,Sonradan,1,1,,5
d35_p990,35,35,990,.,", iş başqa bir maddəyə dəyişdirilə bilər", İstintaq orqanına yaxın bir mənbə ən ço,", iş başqa bir maddəyə dəyişdirilə bilər. İstintaq orqanına yaxın bir mənbə ən ço",r, ,bilər,İstintaq,1,1,,6
d35_p1104,35,35,1104,.,"mun şəxsi həyatı ilə əlaqəli"" adlandırdı"," Safronov həyat yoldaşı, qızı və İvan ad","mun şəxsi həyatı ilə əlaqəli"" adlandırdı. Safronov həyat yoldaşı, qızı və İvan ad",ı, ,adlandırdı,Safronov,1,1,,7
d35_p1159,35,35,1159,.,"t yoldaşı, qızı və İvan adına oğlu qaldı", Safronovun cənazəsi 7 mart 2007-ci ildə,"t yoldaşı, qızı və İvan adına oğlu qaldı. Safronovun cənazəsi 7 mart 2007-ci ildə",ı, ,qaldı,Safronovun,1,1,,8
d35_p1236,35,35,1236,.,ildə Xovan qəbiristanlığında dəfn edildi,,ildə Xovan qəbiristanlığında dəfn edildi.,i,,edildi,,1,1,,9
d36_p131,36,36,131,., cinayət işinin bağlanmasına qərar verdi, Jurnalistin qohumları və həmkarları ist, cinayət işinin bağlanmasına qərar verdi. Jurnalistin qohumları və həmkarları ist,i, ,verdi,Jurnalistin,1,1,,0
d36_p269,36,36,269,., bir səbəbinin olmadığı qənaətindədirlər, Həmin məqalədən sonra ABŞ dövlət katibi, bir səbəbinin olmadığı qənaətindədirlər. Həmin məqalədən sonra ABŞ dövlət katibi,r, ,qənaətindədirlər,Həmin,1,1,,1
d36_p410,36,36,410,.,ırıcıları almaqdan imtina etməyə çağırıb, Rusiya xüsusi xidmət orqanlarının tələb,ırıcıları almaqdan imtina etməyə çağırıb. Rusiya xüsusi xidmət orqanlarının tələb,b, ,çağırıb,Rusiya,1,1,,2
d36_p513,36,36,513,.,ə onun müəllifi tezliklə FTX-ya çağrılıb," Bu nəşrlə əlaqədar olaraq, ""Kommersant""","ə onun müəllifi tezliklə FTX-ya çağrılıb. Bu nəşrlə əlaqədar olaraq, ""Kommersant""",b, ,çağrılıb,Bu,1,1,,3
d36_p647,36,36,647,.,masına görə inzibati icraata cəlb edildi, Məhkəmə mahiyyəti nəzərə almadan işi Ro,masına görə inzibati icraata cəlb edildi. Məhkəmə mahiyyəti nəzərə almadan işi Ro,i, ,edildi,Məhkəmə,1,1,,4
d36_p810,36,36,810,.,əhkəməyə günahın nə olduğu aydın deyildi," Safronovun tutulması ilə əlaqədar, jurn","əhkəməyə günahın nə olduğu aydın deyildi. Safronovun tutulması ilə əlaqədar, jurn",i, ,deyildi,Safronovun,1,1,,5
d36_p1217,36,36,1217,.,rşılaşa biləcəyi barədə xəbərdarlıq etdi, Cəmi 2 ildən sonra Tyerri hər mövsümə 1,rşılaşa biləcəyi barədə xəbərdarlıq etdi. Cəmi 2 ildən sonra Tyerri hər mövsümə 1,i, ,etdi,Cəmi,1,1,,6
d36_p1364,36,36,1364,.,üxtəlif Moda Evlərində frilanser işləyir," Nəticədə ""mələk"" kolleksiyası daha bir ","üxtəlif Moda Evlərində frilanser işləyir. Nəticədə ""mələk"" kolleksiyası daha bir ",r, ,işləyir,Nəticədə,1,1,,7
d36_p1433,36,36,1433,.,sı daha bir neçə variantla zənginləşəcək, Rəhbərliyin dəyişməsi 2003-cü ildə Moda,sı daha bir neçə variantla zənginləşəcək. Rəhbərliyin dəyişməsi 2003-cü ildə Moda,k, ,zənginləşəcək,Rəhbərliyin,1,1,,8
d36_p1550,36,36,1550,.,nümayişi və bağlanmısına gətirib çıxardı,,nümayişi və bağlanmısına gətirib çıxardı.,ı,,çıxardı,,1,1,,9
d37_p86,37,37,86,.,"umanity"" şousu üçün kostyumlar yaradırdı", O yorulmadan təcrübə aparır və Cologne ,"umanity"" şousu üçün kostyumlar yaradırdı. O yorulmadan təcrübə aparır və Cologne ",ı, ,yaradırdı,O,1,1,,0
d37_p182,37,37,182,.,kolonu onun tədqiqatlarının bəhrəsi olur, Yeni art-direktor Nikol Formiçetti Mugl,kolonu onun tədqiqatlarının bəhrəsi olur. Yeni art-direktor Nikol Formiçetti Mugl,r, ,olur,Yeni,1,1,,1
d37_p303,37,37,303,.,podiuma qadın geyimi seriyasını qaytardı, Çox eklektik yanaşmaya malik olan dizay,podiuma qadın geyimi seriyasını qaytardı. Çox eklektik yanaşmaya malik olan dizay,ı, ,qaytardı,Çox,1,1,,2
d37_p382,37,37,382,.,ayner brendə onun mükafatlarını qaytardı, Paris moda həftəsi çərçivəsində(2011/20,ayner brendə onun mükafatlarını qaytardı. Paris moda həftəsi çərçivəsində(2011/20,ı, ,qaytardı,Paris,1,1,,3
d37_p486,37,37,486,.,dy Qaqanın çıxması əlamətdar hadisə oldu, Coğrafiyası İranın şərqində Əfqanıstan ,dy Qaqanın çıxması əlamətdar hadisə oldu. Coğrafiyası İranın şərqində Əfqanıstan ,u, ,oldu,Coğrafiyası,1,1,,4
d37_p587,37,37,587,.,n Hilmənd çayının sağ yaxasında yerləşir," Etimologiyası Zərənc (Zərəng) adını, Hi","n Hilmənd çayının sağ yaxasında yerləşir. Etimologiyası Zərənc (Zərəng) adını, Hi",r, ,yerləşir,Etimologiyası,1,1,,5
d37_p781,37,37,781,.,Fars dilində Dranqiana ismindən almışdır, Tarixi Zərənc Sasanilər dövründə Sistan,Fars dilində Dranqiana ismindən almışdır. Tarixi Zərənc Sasanilər dövründə Sistan,r, ,almışdır,Tarixi,1,1,,6
d37_p883,37,37,883,.,i və məhəlli hökmdarlar burada əyləşirdi, Zərənc və çəvrəsində Sasani hökmdarları,i və məhəlli hökmdarlar burada əyləşirdi. Zərənc və çəvrəsində Sasani hökmdarları,i, ,əyləşirdi,Zərənc,1,1,,7
d37_p1003,37,37,1003,.,-531) dönəmlərinə aid pullar tapılmışdır, V və VI əsrlərdə burada Sasanilərin Biz,-531) dönəmlərinə aid pullar tapılmışdır. V və VI əsrlərdə burada Sasanilərin Biz,r, ,tapılmışdır,V,1,1,,8
d37_p1138,37,37,1138,.,skoposluq mərkəzinin olduğu qeyd edilir ,,skoposluq mərkəzinin olduğu qeyd edilir ., ,,edilir,,1,1,,9
d38_p118,38,38,118,.,birlikləri Sistan bölgəsinə yürüdü (644), Burada məğlub etdikləri Sasani birliklə,birlikləri Sistan bölgəsinə yürüdü (644). Burada məğlub etdikləri Sasani birliklə,), ,,Burada,1,1,,0
d38_p294,38,38,294,.,i qarşılığında barış andlaşması bağlandı, Zərənc əhalisinin andlaşmanı pozması üz,i qarşılığında barış andlaşması bağlandı. Zərənc əhalisinin andlaşmanı pozması üz,ı, ,bağlandı,Zərənc,1,1,,1
d38_p477,38,38,477,.,bn Ziyad əl-Harisi Zərənci mühasirə etdi," Şəhərin hakimi Pərviz Rəbi ilə, hər bir","bn Ziyad əl-Harisi Zərənci mühasirə etdi. Şəhərin hakimi Pərviz Rəbi ilə, hər bir",i, ,etdi,Şəhərin,1,1,,2
